wallet,tx_count,small_transfer_count,avg_gas_used,avg_tx_value,wallet_age_days,contract_interaction_count,is_sybil
0x0000000000000000000000000000000000000841,544,128,35414.487297540225,0.009794916022452861,2112,198,0
0x0000000000000000000000000000000000000842,369,320,38701.31673252721,0.0018372529903289995,1630,137,1
0x0000000000000000000000000000000000000843,3273,3213,36204.50465232324,0.015637198892403087,2757,1846,0
0x0000000000000000000000000000000000000844,2986,354,40873.57425260264,0.00221727216150551,1284,1681,0
0x0000000000000000000000000000000000000845,1815,139,32691.86874391247,0.004524931317295604,3355,63,1
0x0000000000000000000000000000000000000846,3038,161,57677.5735796021,0.1061784782694367,1507,3030,1
0x0000000000000000000000000000000000000847,107,71,29880.726906366268,0.06117198727441798,2654,5,0
0x0000000000000000000000000000000000000848,667,78,48211.39654147887,0.0034703150580970687,1053,598,0
0x0000000000000000000000000000000000000849,600,482,70611.35784893348,0.0009256883727958703,2946,16,1
0x000000000000000000000000000000000000084a,3570,1242,38281.89536197326,0.04927348457735649,3425,440,0
0x000000000000000000000000000000000000084b,2744,6,38533.682259563975,0.004603487168285396,1298,1310,1
0x000000000000000000000000000000000000084c,1037,477,49891.78024346114,0.025881822554915557,2134,381,0
0x000000000000000000000000000000000000084d,1846,1156,44757.49055877254,0.019711582264302054,1748,1100,0
0x000000000000000000000000000000000000084e,718,549,49239.71427871622,0.04049357847750297,2314,516,0
0x000000000000000000000000000000000000084f,3670,1200,21112.762840894447,0.054717271869917,2115,2701,0
0x0000000000000000000000000000000000000850,747,202,33716.69165410449,0.016824534026957112,1118,243,0
0x0000000000000000000000000000000000000851,2691,292,37997.66664609974,0.00881335532672197,1434,1648,1
0x0000000000000000000000000000000000000852,2817,1241,42409.46881999318,0.004963056703649869,3464,2614,0
0x0000000000000000000000000000000000000853,1563,1112,24560.311015247666,0.0372122933658882,3405,1291,1
0x0000000000000000000000000000000000000854,4338,4257,33910.48494843875,0.056484494007120835,812,2831,0
0x0000000000000000000000000000000000000855,138,137,34126.25885301775,0.00011793844122769126,2485,18,1
0x0000000000000000000000000000000000000856,3256,553,36816.98985895666,0.0009551678422799818,1919,809,0
0x0000000000000000000000000000000000000857,3035,169,34583.79236690812,0.011348093407518531,3445,739,0
0x0000000000000000000000000000000000000858,3761,456,37294.40703937298,0.008263809982162206,1631,1383,0
0x0000000000000000000000000000000000000859,4327,2684,40161.470475522714,0.0037212173403640765,622,2439,0
0x000000000000000000000000000000000000085a,2795,2414,39154.244426519836,0.004329169743575668,255,2232,1
0x000000000000000000000000000000000000085b,614,98,35401.390590118084,0.0004334607876472648,1850,265,0
0x000000000000000000000000000000000000085c,1020,977,30320.27609624528,0.018391340050583897,951,386,0
0x000000000000000000000000000000000000085d,2980,1659,34882.182758749725,0.010940797526273012,826,1957,0
0x000000000000000000000000000000000000085e,3021,2680,26623.258139123158,0.016307121829405434,1067,135,0
0x000000000000000000000000000000000000085f,792,78,46121.71618618584,0.006892495603235254,1011,417,0
0x0000000000000000000000000000000000000860,744,383,34411.92168872042,0.021130965176651837,2021,310,0
0x0000000000000000000000000000000000000861,592,41,41764.318457669695,0.0019488409160068815,2902,152,0
0x0000000000000000000000000000000000000862,4694,112,43823.30327799887,0.020090880478696057,1569,1985,0
0x0000000000000000000000000000000000000863,253,123,51073.181865159335,0.012308432556207047,653,84,0
0x0000000000000000000000000000000000000864,3390,1655,29673.449837032764,0.011500031489848137,2735,2927,0
0x0000000000000000000000000000000000000865,554,88,38160.884826512665,0.052541978990092754,3031,227,0
0x0000000000000000000000000000000000000866,3494,3138,47404.89600410533,0.03570701347070972,1509,1614,0
0x0000000000000000000000000000000000000867,4584,1004,27567.317913607112,0.044797840814641506,3178,1135,0
0x0000000000000000000000000000000000000868,1706,517,50417.94119021595,0.0009072051615885129,2085,1195,0
0x0000000000000000000000000000000000000869,2243,1887,35510.401840598264,0.00440540088943518,2433,973,1
0x000000000000000000000000000000000000086a,2907,570,43880.73733786425,0.00524726342885098,2173,986,0
0x000000000000000000000000000000000000086b,540,1,31886.28896977205,0.0006538210368791314,1693,332,0
0x000000000000000000000000000000000000086c,3440,2789,49958.695923806314,0.03082314584997743,390,2321,0
0x000000000000000000000000000000000000086d,4623,4374,63684.81709325381,0.07008160176980133,1402,1444,0
0x000000000000000000000000000000000000086e,290,17,33882.72106343212,0.01362756289124424,3118,140,0
0x000000000000000000000000000000000000086f,2474,1498,42303.15704872343,0.021326259924854755,479,1825,0
0x0000000000000000000000000000000000000870,4807,869,47014.717166517585,0.025747079143530992,422,841,0
0x0000000000000000000000000000000000000871,2792,1318,40860.04395159997,0.026221266767197486,1065,1358,0
0x0000000000000000000000000000000000000872,28,3,35827.213028243714,0.01667122034979696,127,14,0
0x0000000000000000000000000000000000000873,3110,1323,59156.680584655216,0.008755971095925925,921,1492,0
0x0000000000000000000000000000000000000874,4549,4192,31932.295479974808,0.06424139976357333,1015,3852,0
0x0000000000000000000000000000000000000875,3138,835,39225.17225668114,0.025082659094741864,1551,1396,0
0x0000000000000000000000000000000000000876,4332,4313,31442.57420048493,0.002283669076145335,3052,1671,1
0x0000000000000000000000000000000000000877,918,109,28140.784008131443,0.06434160904204758,2168,881,0
0x0000000000000000000000000000000000000878,4798,2120,54991.6134167259,0.004640461542279622,1558,4743,0
0x0000000000000000000000000000000000000879,3413,1357,33071.692820858574,0.012161816498027672,978,2091,0
0x000000000000000000000000000000000000087a,28,27,51982.25393201287,0.00038838076803405765,2749,7,1
0x000000000000000000000000000000000000087b,2472,903,37144.58374692776,0.07421693453004079,866,893,0
0x000000000000000000000000000000000000087c,3406,2196,49308.873827918374,0.015096161754405013,1709,259,0
0x000000000000000000000000000000000000087d,1628,173,58105.22478420993,0.01253340784000568,2492,1531,0
0x000000000000000000000000000000000000087e,792,64,33149.815570649356,0.040018555910048756,1637,606,1
0x000000000000000000000000000000000000087f,3398,2637,57931.14327607496,0.017332849934964235,713,1278,0
0x0000000000000000000000000000000000000880,403,245,46855.74270740875,0.011745948743511604,3023,62,0
0x0000000000000000000000000000000000000881,2567,392,39961.75509247929,0.0006881291873303716,3278,1669,1
0x0000000000000000000000000000000000000882,1557,910,30297.00503905984,0.02136630629901871,2072,323,0
0x0000000000000000000000000000000000000883,2670,2113,47399.2076024655,0.016048122724937157,312,2165,0
0x0000000000000000000000000000000000000884,2022,1745,36652.11075718443,0.0035254278543497487,1972,1757,1
0x0000000000000000000000000000000000000885,98,71,43884.22503640754,0.05257801629121648,2615,27,0
0x0000000000000000000000000000000000000886,80,50,52180.22804719643,0.0026079362653622187,2653,18,1
0x0000000000000000000000000000000000000887,4749,3608,50346.73397305455,0.01035911012371132,1657,4606,0
0x0000000000000000000000000000000000000888,3879,1949,33102.12455270895,0.032183463808009585,1267,1766,0
0x0000000000000000000000000000000000000889,1842,719,26317.507550189843,0.0010822258945679777,286,1720,0
0x000000000000000000000000000000000000088a,1072,896,45212.15791188725,0.033350755215269985,108,282,0
0x000000000000000000000000000000000000088b,2208,1339,19156.683786571994,0.028458041667084735,1721,1179,0
0x000000000000000000000000000000000000088c,2516,852,31278.559531001407,0.013229230039217667,1684,1734,0
0x000000000000000000000000000000000000088d,1799,183,51286.03392122176,0.005834931917475407,3267,74,0
0x000000000000000000000000000000000000088e,3344,1714,24907.605959363806,0.02120104098455457,2777,634,0
0x000000000000000000000000000000000000088f,2883,1153,47902.30275679128,0.06925905998731295,2769,1431,0
0x0000000000000000000000000000000000000890,622,481,28416.56966437871,0.04719921251320734,2829,474,0
0x0000000000000000000000000000000000000891,4931,2365,22750.850160808506,0.07193186414585721,3068,854,1
0x0000000000000000000000000000000000000892,916,117,49274.341439334086,0.00890497781598948,890,293,0
0x0000000000000000000000000000000000000893,2297,1260,56046.24708054947,0.009501282433266001,2464,449,0
0x0000000000000000000000000000000000000894,2704,1207,36723.813339344844,0.0028672082972231315,505,252,0
0x0000000000000000000000000000000000000895,1236,999,47319.641373943174,0.01105669880807422,345,563,1
0x0000000000000000000000000000000000000896,2171,959,49992.84883429964,0.031161125896999167,1883,599,1
0x0000000000000000000000000000000000000897,3404,2990,42372.42349915376,0.010820269927619896,294,2818,1
0x0000000000000000000000000000000000000898,863,431,40980.57912467877,0.017222401857733122,557,201,0
0x0000000000000000000000000000000000000899,3205,1162,49125.15864418087,0.014379003469583125,876,2117,0
0x000000000000000000000000000000000000089a,1771,1235,52374.64591733539,0.025402007160450032,1389,18,0
0x000000000000000000000000000000000000089b,472,27,55783.42677497285,0.003113512910666915,3266,457,0
0x000000000000000000000000000000000000089c,3657,983,39282.71018188999,0.010021903794846763,845,2326,1
0x000000000000000000000000000000000000089d,1003,518,42444.35347979018,0.005745138305926551,138,323,0
0x000000000000000000000000000000000000089e,2530,921,45665.02455055219,0.03954698414626019,1451,1222,1
0x000000000000000000000000000000000000089f,2819,1869,36923.10563493098,0.0067527855064276835,1225,2133,0
0x00000000000000000000000000000000000008a0,3228,1516,59152.19635669948,0.0010731567795987417,324,2001,0
0x00000000000000000000000000000000000008a1,3634,2582,38236.91517376661,0.009874648131755712,2165,924,1
0x00000000000000000000000000000000000008a2,584,153,38437.402744765655,0.009037186154719892,2315,333,0
0x00000000000000000000000000000000000008a3,1695,381,51023.48855495763,0.006898425429128982,1852,1316,1
0x00000000000000000000000000000000000008a4,4916,4074,49996.310435934836,0.013839140237045475,692,462,0
0x00000000000000000000000000000000000008a5,4681,942,48765.405122923024,0.031849741857020976,2349,3309,0
0x00000000000000000000000000000000000008a6,2718,2668,29438.242847622118,0.007625615453889294,3352,2483,1
0x00000000000000000000000000000000000008a7,3026,1375,32677.977147001737,0.012492524379677562,1853,244,0
0x00000000000000000000000000000000000008a8,868,99,13505.63518691888,0.004947740110361628,1995,637,0
0x00000000000000000000000000000000000008a9,3193,87,43392.20479325078,0.05190873390950722,843,178,0
0x00000000000000000000000000000000000008aa,2641,1005,37793.01516543678,0.002913028327695832,492,407,0
0x00000000000000000000000000000000000008ab,930,790,29338.778754546398,0.0016865486398630614,450,268,1
0x00000000000000000000000000000000000008ac,4359,1449,32242.01830584693,0.03939743052260834,825,106,1
0x00000000000000000000000000000000000008ad,1904,1505,19139.716512392555,0.005724286607399154,1310,42,0
0x00000000000000000000000000000000000008ae,4191,384,39884.61393875866,0.034215135259765085,1726,2134,0
0x00000000000000000000000000000000000008af,4322,2392,30778.286825796622,0.031269427824701136,547,3815,0
0x00000000000000000000000000000000000008b0,1996,134,46522.849956480284,0.04484625574890891,288,651,0
0x00000000000000000000000000000000000008b1,3890,3788,16690.816984740126,0.01040140296703265,2621,3283,0
0x00000000000000000000000000000000000008b2,290,233,31392.985308880103,0.029266799698446977,1598,88,1
0x00000000000000000000000000000000000008b3,4993,3924,29638.412580180833,0.023645912037280618,807,4318,0
0x00000000000000000000000000000000000008b4,468,56,44814.43462311828,0.03822972898276081,655,251,0
0x00000000000000000000000000000000000008b5,1678,1649,43352.59994949372,0.03305873569656874,1922,1560,1
0x00000000000000000000000000000000000008b6,4351,1486,23326.942973046287,0.044101513025556364,594,1391,0
0x00000000000000000000000000000000000008b7,3626,2503,54526.53078384693,0.04782720429734437,3167,2959,0
0x00000000000000000000000000000000000008b8,2665,399,49486.49896410103,0.002608389996845567,2768,236,0
0x00000000000000000000000000000000000008b9,928,413,34381.53887082233,0.0098171563282821,449,28,0
0x00000000000000000000000000000000000008ba,661,575,40591.37656144669,0.003076941687157715,1280,117,1
0x00000000000000000000000000000000000008bb,4452,2301,33039.649226701105,0.033945722949530174,756,1467,0
0x00000000000000000000000000000000000008bc,3521,809,32166.063785427137,0.0005700818553870025,2537,3298,0
0x00000000000000000000000000000000000008bd,1568,774,47143.04040711017,0.011112307723371349,2973,1220,0
0x00000000000000000000000000000000000008be,1493,623,28340.258143195388,0.0030111482923963736,1780,1354,0
0x00000000000000000000000000000000000008bf,213,54,41026.90516748587,0.006729924738026223,2993,32,0
0x00000000000000000000000000000000000008c0,3035,2834,28830.591158976364,0.007299977911961457,1173,1270,1
0x00000000000000000000000000000000000008c1,4869,1529,29522.25053860901,0.0059442714107977345,1181,1722,0
0x00000000000000000000000000000000000008c2,4200,2190,61472.471678954964,0.014995204639906648,1674,1332,0
0x00000000000000000000000000000000000008c3,1850,746,42480.24716685534,0.022308580851971318,1267,955,1
0x00000000000000000000000000000000000008c4,518,414,37235.48746340163,0.050261018322845054,3081,272,1
0x00000000000000000000000000000000000008c5,2260,781,35553.08866649525,0.02891232885002991,2446,2072,0
0x00000000000000000000000000000000000008c6,3426,1743,48023.67432895881,0.002619038552980863,943,1582,1
0x00000000000000000000000000000000000008c7,733,698,56301.25746009827,0.014720448235090595,2293,412,0
0x00000000000000000000000000000000000008c8,232,66,35939.708455872846,0.03777461582282961,979,172,0
0x00000000000000000000000000000000000008c9,2676,2608,45371.79814541736,0.012831585059908604,1441,2448,0
0x00000000000000000000000000000000000008ca,2261,2100,27329.42897934933,0.0009798360276890548,172,1905,1
0x00000000000000000000000000000000000008cb,4582,1460,37939.146269613964,0.0007942377868300795,322,1643,0
0x00000000000000000000000000000000000008cc,838,13,47911.40004355884,0.001455642506018503,835,680,0
0x00000000000000000000000000000000000008cd,883,39,37152.04443352567,0.02273058881269442,1142,99,0
0x00000000000000000000000000000000000008ce,1595,228,35113.44603388267,0.004736682839866731,1250,273,0
0x00000000000000000000000000000000000008cf,583,561,37341.447045531415,0.015202784838358373,3181,234,0
0x00000000000000000000000000000000000008d0,3739,571,43525.53927583581,0.0015545450207157551,667,40,0
0x00000000000000000000000000000000000008d1,4393,1620,33725.950868174914,0.009017790401230928,2709,4128,0
0x00000000000000000000000000000000000008d2,4712,159,25573.643289868192,0.015759521130516225,3007,1470,0
0x00000000000000000000000000000000000008d3,4329,1394,40995.575975999665,0.004344893061289588,2803,3434,0
0x00000000000000000000000000000000000008d4,1119,215,58641.242650921144,0.02295072593596952,420,1070,1
0x00000000000000000000000000000000000008d5,4481,2428,44910.57333854465,0.017119631638799898,2681,2147,1
0x00000000000000000000000000000000000008d6,2755,2057,44960.550244517864,0.01397593615879511,2272,2609,0
0x00000000000000000000000000000000000008d7,1914,96,37425.932196816466,0.04960335886671409,787,86,0
0x00000000000000000000000000000000000008d8,1913,1739,37900.922088920386,0.029614423862124394,1702,790,0
0x00000000000000000000000000000000000008d9,583,537,43518.15450913896,0.003233018996347833,459,68,0
0x00000000000000000000000000000000000008da,1747,1701,22109.876094985586,0.02142342753174133,1678,541,1
0x00000000000000000000000000000000000008db,1185,745,50071.17823412373,0.010859873070643997,2966,850,0
0x00000000000000000000000000000000000008dc,2746,1080,54744.820073782554,0.006816859525810265,2904,1325,0
0x00000000000000000000000000000000000008dd,2149,1120,44086.107475639175,0.000526515931570661,2106,1529,0
0x00000000000000000000000000000000000008de,1403,72,34470.75983763766,0.0016213827454154286,1073,534,0
0x00000000000000000000000000000000000008df,4975,4231,29418.535687055883,0.006167253570741925,1354,32,0
0x00000000000000000000000000000000000008e0,4374,3598,60813.17300032555,0.0031728953654251288,2724,2677,0
0x00000000000000000000000000000000000008e1,1661,466,35389.15634642606,0.012837340752224109,3013,684,0
0x00000000000000000000000000000000000008e2,600,360,24240.8030319569,0.01500891304350513,3282,129,0
0x00000000000000000000000000000000000008e3,1496,817,36655.70698240473,0.03274376169668375,3025,499,0
0x00000000000000000000000000000000000008e4,1940,1234,30895.174105675236,0.01981142688618642,3061,722,0
0x00000000000000000000000000000000000008e5,4780,2972,60470.00656773481,0.017114520178756653,2478,2045,0
0x00000000000000000000000000000000000008e6,1628,511,26447.94592659566,0.06941205347982508,1744,1291,0
0x00000000000000000000000000000000000008e7,3592,3520,21551.19627161895,0.011416662922477233,2975,2956,0
0x00000000000000000000000000000000000008e8,1996,1967,52746.3437004491,0.0003163880983846459,2831,1410,1
0x00000000000000000000000000000000000008e9,3731,269,31150.787708009462,0.007211094041650728,840,27,0
0x00000000000000000000000000000000000008ea,4262,1173,28677.208704551038,0.0013082553323190205,3162,293,1
0x00000000000000000000000000000000000008eb,1323,414,26537.238767681403,0.009279720158273835,460,1123,0
0x00000000000000000000000000000000000008ec,3496,486,33062.33392503249,0.021394272220441764,929,3477,1
0x00000000000000000000000000000000000008ed,2254,1633,43424.50879176901,0.024403681013725653,891,605,1
0x00000000000000000000000000000000000008ee,1014,919,20807.074211430318,0.024428414688356805,1847,612,0
0x00000000000000000000000000000000000008ef,2635,805,48645.4066946345,0.02023116514145212,978,473,0
0x00000000000000000000000000000000000008f0,4024,3870,42327.29174676053,0.007716927883716461,1126,2514,1
0x00000000000000000000000000000000000008f1,3391,3090,36581.74131117628,0.02409010505924012,2449,183,0
0x00000000000000000000000000000000000008f2,2803,1681,6244.2089982239995,0.007441676017912369,2370,687,1
0x00000000000000000000000000000000000008f3,2104,419,35503.49806157186,0.050110755855000425,2627,242,0
0x00000000000000000000000000000000000008f4,2125,2008,32474.778854181546,0.005964617075707458,1361,1253,1
0x00000000000000000000000000000000000008f5,3210,614,41537.49528808478,0.011361357814722323,449,1900,0
0x00000000000000000000000000000000000008f6,1713,89,53655.60370432177,0.002079517686973356,1408,1227,1
0x00000000000000000000000000000000000008f7,750,172,39535.03418873442,0.01664900193575564,558,139,0
0x00000000000000000000000000000000000008f8,4759,2558,45065.87671697276,0.012250325200785131,1419,690,0
0x00000000000000000000000000000000000008f9,1849,822,51119.53360860409,0.06298895228303056,969,1682,0
0x00000000000000000000000000000000000008fa,3310,2050,35250.65377778752,0.01340887153593921,90,122,0
0x00000000000000000000000000000000000008fb,1187,973,33477.334968966854,0.014755181176817542,1136,545,1
0x00000000000000000000000000000000000008fc,2473,2277,47570.43990744016,0.018034722516574425,2242,1262,0
0x00000000000000000000000000000000000008fd,938,511,22091.171538628514,0.003231825973210536,216,39,0
0x00000000000000000000000000000000000008fe,1703,390,36783.92420287416,0.0020095322559624622,3297,825,0
0x00000000000000000000000000000000000008ff,1086,280,44809.54656733292,0.011082161962398005,2304,638,0
0x0000000000000000000000000000000000000900,4573,715,42144.632674675515,0.0032896396972654264,2058,1432,0
0x0000000000000000000000000000000000000901,240,138,39036.15363685103,0.015565923638015637,1614,47,0
0x0000000000000000000000000000000000000902,2027,6,40014.67371442111,0.010975807439762788,2458,1803,0
0x0000000000000000000000000000000000000903,1697,243,20622.098438185047,0.004560269690773152,1304,878,0
0x0000000000000000000000000000000000000904,3002,1320,56059.040565382806,0.015439093291412647,2412,2512,0
0x0000000000000000000000000000000000000905,4233,1003,44748.973243823915,0.03560343822888579,3027,686,0
0x0000000000000000000000000000000000000906,1760,879,58892.82454250252,0.003377869458032562,598,1365,0
0x0000000000000000000000000000000000000907,2690,494,40113.69908798494,0.013791538698060277,3181,821,0
0x0000000000000000000000000000000000000908,3788,2696,56426.665178563475,0.011526199686154301,2565,3030,0
0x0000000000000000000000000000000000000909,4436,611,28800.608629953833,0.025031219411560637,103,3863,0
0x000000000000000000000000000000000000090a,1710,1692,42198.83630493471,0.04359538752955351,1229,663,0
0x000000000000000000000000000000000000090b,991,858,40371.98196936268,0.02175664388898612,1929,382,0
0x000000000000000000000000000000000000090c,2499,694,34579.279734603966,0.013555573915853244,1772,1613,1
0x000000000000000000000000000000000000090d,3639,303,39510.555970567475,0.03297299699388762,2005,2787,1
0x000000000000000000000000000000000000090e,4404,163,35091.9353350358,0.00276447856128679,1124,1877,1
0x000000000000000000000000000000000000090f,2296,1348,28690.126115144136,0.01744403236465843,2281,1593,1
0x0000000000000000000000000000000000000910,433,111,46818.17358297174,0.003801793636338456,144,415,0
0x0000000000000000000000000000000000000911,4319,957,40365.85008966343,0.055694708785224804,2184,631,1
0x0000000000000000000000000000000000000912,1702,697,43412.266326924844,0.022356458803269676,945,548,1
0x0000000000000000000000000000000000000913,2835,1703,43225.26263255967,0.0070805111660511766,2060,1833,0
0x0000000000000000000000000000000000000914,4073,3462,45076.118229432475,0.009114611909781894,3315,2855,0
0x0000000000000000000000000000000000000915,3616,2607,51003.928922787294,0.0018298688014798488,2276,1939,1
0x0000000000000000000000000000000000000916,2156,51,39216.69151069843,0.0013030445743342754,1699,633,0
0x0000000000000000000000000000000000000917,3755,209,34845.30726916141,0.002603166032920248,2105,237,0
0x0000000000000000000000000000000000000918,3839,1576,26587.402727632623,0.018989300575212944,3152,1135,0
0x0000000000000000000000000000000000000919,4325,149,45385.03156639043,0.019991135286263152,3236,3528,1
0x000000000000000000000000000000000000091a,2575,332,62951.606720535165,0.004047972429700598,1114,818,0
0x000000000000000000000000000000000000091b,2264,1612,38773.21956240386,0.013551993668304528,607,422,1
0x000000000000000000000000000000000000091c,1230,1128,53300.565982120504,0.011671645179811747,271,664,0
0x000000000000000000000000000000000000091d,435,268,31125.845823031676,0.005718173809738597,2461,169,0
0x000000000000000000000000000000000000091e,4965,847,37603.69832369393,0.013998520217783863,2142,3886,0
0x000000000000000000000000000000000000091f,2645,65,37767.51755101628,0.018428762787845686,945,2129,0
0x0000000000000000000000000000000000000920,585,326,43491.87227854718,0.019666520104473076,1922,381,0
0x0000000000000000000000000000000000000921,4025,2642,43139.35344965352,0.10029544194181025,263,2619,0
0x0000000000000000000000000000000000000922,771,161,37581.52509996532,0.04262109900940415,3071,735,1
0x0000000000000000000000000000000000000923,2740,1060,29277.806848249646,0.010391468251209875,1878,2328,0
0x0000000000000000000000000000000000000924,2600,1620,43800.67440573832,0.004944584979372064,48,858,0
0x0000000000000000000000000000000000000925,3033,409,45711.026285913686,0.05908783738076173,2561,623,0
0x0000000000000000000000000000000000000926,4039,17,34845.607085640426,0.012637638151591243,1371,3462,0
0x0000000000000000000000000000000000000927,4627,3722,40266.031212535636,0.007786832409802644,2766,3082,0
0x0000000000000000000000000000000000000928,1716,705,36216.594795480036,0.0033437095654875702,1826,1535,0
0x0000000000000000000000000000000000000929,3237,1802,44864.18831849281,0.009390614660525678,518,180,0
0x000000000000000000000000000000000000092a,4724,956,29880.809362226537,0.02418396469540375,1906,340,0
0x000000000000000000000000000000000000092b,3376,2445,64224.564229212396,0.01338695845162538,2174,1354,1
0x000000000000000000000000000000000000092c,4173,797,28060.45777954767,0.018235711831405047,2731,3326,0
0x000000000000000000000000000000000000092d,720,498,27923.336470980656,0.014883640398811371,1099,442,0
0x000000000000000000000000000000000000092e,4888,4674,32581.568389915246,0.028609735702491274,489,2313,0
0x000000000000000000000000000000000000092f,4140,632,36182.28803325957,0.012264737744952514,3093,2910,0
0x0000000000000000000000000000000000000930,361,319,28372.895606722384,0.08403927921934093,1636,359,0
0x0000000000000000000000000000000000000931,878,463,38383.56205521389,0.056744228195900005,2529,412,0
0x0000000000000000000000000000000000000932,2524,255,28556.467916545582,0.0049608873351602014,874,138,0
0x0000000000000000000000000000000000000933,484,16,40695.36323086962,0.0009335052433896759,1323,312,0
0x0000000000000000000000000000000000000934,2162,1464,42265.42750930996,0.013261725714932004,1573,1466,0
0x0000000000000000000000000000000000000935,1182,871,52979.16505660762,0.0033903081852507855,881,440,0
0x0000000000000000000000000000000000000936,2015,1424,45536.27409358232,0.030182138532903854,1763,669,0
0x0000000000000000000000000000000000000937,1272,367,44203.09817485204,0.009913274610012231,3083,1121,0
0x0000000000000000000000000000000000000938,3055,2458,36958.941351766865,0.017713116292861274,3132,332,0
0x0000000000000000000000000000000000000939,190,120,46475.58414393621,0.0009243923037111054,2578,176,0
0x000000000000000000000000000000000000093a,806,718,45960.81494132487,0.018457895879620448,157,268,0
0x000000000000000000000000000000000000093b,3438,618,30498.954308543507,0.005624804768497095,3246,2839,1
0x000000000000000000000000000000000000093c,2751,1313,48879.664516319535,0.06009215187829206,2482,420,0
0x000000000000000000000000000000000000093d,1549,591,37105.340786764966,0.010688745681695554,2466,415,0
0x000000000000000000000000000000000000093e,3222,3062,42918.52601834515,0.0005906659485892155,3144,2366,1
0x000000000000000000000000000000000000093f,2808,1195,45219.790471958084,0.036862134367295005,2398,2786,0
0x0000000000000000000000000000000000000940,2029,1654,41183.30218898202,0.0031538881128728696,877,867,1
0x0000000000000000000000000000000000000941,543,321,28839.35823928105,0.013804823275648942,569,251,1
0x0000000000000000000000000000000000000942,449,238,45698.76375979523,0.010388115676980843,324,214,0
0x0000000000000000000000000000000000000943,4858,2816,33239.45633451195,0.007347485130201468,1767,2189,0
0x0000000000000000000000000000000000000944,3243,2453,50966.13183462052,0.004233992309974658,1380,1739,1
0x0000000000000000000000000000000000000945,879,132,35719.88067945798,0.007205168864518131,3290,355,0
0x0000000000000000000000000000000000000946,4402,3295,42752.04494730384,0.017558302561721306,1638,4197,0
0x0000000000000000000000000000000000000947,4289,1085,27650.5810671965,0.005890519259718208,2487,3266,0
0x0000000000000000000000000000000000000948,619,300,21440.667128115634,0.015254335860547048,2379,336,0
0x0000000000000000000000000000000000000949,2821,1071,44862.873047408946,0.008478766350108776,1279,1295,0
0x000000000000000000000000000000000000094a,328,284,31795.970093106487,0.0022863506347130563,992,93,1
0x000000000000000000000000000000000000094b,373,284,44692.74903941304,0.01703285640973036,2774,294,0
0x000000000000000000000000000000000000094c,1605,135,26336.570401607583,0.0021706212208451653,2927,1200,0
0x000000000000000000000000000000000000094d,4880,131,41017.8632820265,0.0024071894015600765,3237,1390,0
0x000000000000000000000000000000000000094e,3511,1810,32612.612746950726,0.014964866304630753,2505,442,0
0x000000000000000000000000000000000000094f,2877,79,33729.721481696055,0.02866651910134323,2996,2380,0
0x0000000000000000000000000000000000000950,4537,125,39505.33428676749,0.05213537141152593,964,140,0
0x0000000000000000000000000000000000000951,1631,876,37482.21326073621,0.013253852529396367,1105,612,0
0x0000000000000000000000000000000000000952,3391,1222,44845.294828983024,0.02663585748291868,3489,76,0
0x0000000000000000000000000000000000000953,3237,1640,50051.74704368324,0.017352085523459414,3136,1537,0
0x0000000000000000000000000000000000000954,4950,1161,66279.07888198509,0.007390003870865341,294,4428,0
0x0000000000000000000000000000000000000955,4916,1302,56800.85688242754,0.004164701540847555,1556,3604,0
0x0000000000000000000000000000000000000956,1159,271,55480.08220818693,0.06731168939906143,2960,960,0
0x0000000000000000000000000000000000000957,1170,983,33715.57310844654,0.01631555320805833,3364,292,1
0x0000000000000000000000000000000000000958,2134,1039,33374.73628442273,0.00272215657080114,2932,161,0
0x0000000000000000000000000000000000000959,4263,3495,42897.23448536051,0.009011445667436608,2960,2203,1
0x000000000000000000000000000000000000095a,1145,651,28958.545433360807,0.009999301380949123,3441,311,0
0x000000000000000000000000000000000000095b,581,176,30420.72160504732,0.011985696833108355,2386,118,0
0x000000000000000000000000000000000000095c,3044,972,41129.135997393256,0.053388519764955115,2272,1473,0
0x000000000000000000000000000000000000095d,1871,272,58584.070645386804,0.020843909822308864,292,1391,0
0x000000000000000000000000000000000000095e,3949,2063,40256.65237997579,0.010196532517887933,1800,1144,0
0x000000000000000000000000000000000000095f,562,468,41336.55501056247,0.004366586907788648,2611,370,1
0x0000000000000000000000000000000000000960,657,589,50616.89522816587,0.004789004396657024,2355,52,1
0x0000000000000000000000000000000000000961,748,463,37578.51399645738,0.0225273359447474,612,157,1
0x0000000000000000000000000000000000000962,4028,1750,36408.683718911256,0.009701176740407168,3096,4006,0
0x0000000000000000000000000000000000000963,3604,1555,26995.497710780863,0.053479434232207204,3099,1419,1
0x0000000000000000000000000000000000000964,2168,1560,43533.16707251694,0.012570962098248728,2871,1870,1
0x0000000000000000000000000000000000000965,2887,159,26632.241217247523,0.006537695708155452,668,1055,0
0x0000000000000000000000000000000000000966,3597,3511,27744.652777850977,0.00015520601468977117,2435,1419,0
0x0000000000000000000000000000000000000967,2525,0,41348.01423290203,0.004590622009881788,2245,2239,0
0x0000000000000000000000000000000000000968,708,157,30048.174015860608,0.057225946581476235,2404,113,0
0x0000000000000000000000000000000000000969,3540,3214,41317.18768880641,0.005652228530964807,2478,1343,1
